domain,source_order,source_journal_name,impact_factor,jcr_value,cass_value,issn_l,print_issn,eissn,all_issns,crossref_publisher,resolution_status,pubmed_supported,pubmed_record_count,pubmed_checked_at,source_url,verification_status
medicine,943,Therapeutic Advances in Psychopharmacology,4.0,"药学-1区
精神病学-1区",3区,,2045-1253,2045-1261,"[""2045-1253"",""2045-1261""]",SAGE Publications,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,944,Advances in Therapy,4.0,"药学-1区
医学：研究与实验-2区",3区,,0741-238X,1865-8652,"[""0741-238X"",""1865-8652""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,945,Health Technology Assessment,4.0,卫生保健与服务-1区,3区,,1366-5278,2046-4924,"[""1366-5278"",""2046-4924""]",National Institute for Health and Care Research,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,946,Human Gene Therapy,4.0,"遗传学-1区
生物工程与应用微生物-2区
医学：研究与实验-2区",3区,,1043-0342,1557-7422,"[""1043-0342"",""1557-7422""]",SAGE Publications,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,947,Journal of Dermatological Science,4.0,皮肤病学-1区,3区,,0923-1811,,"[""0923-1811""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,948,Journal of Neural Transmission,4.0,"临床神经病学-1区
神经科学-2区",3区,,0300-9564,1435-1463,"[""0022-3026"",""0300-9564"",""0375-9245"",""1435-1463""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,949,Neuroepidemiology,4.0,"临床神经病学-1区
公共卫生、环境卫生与职业卫生-1区",3区,,0251-5350,1423-0208,"[""0251-5350"",""1423-0208""]",S. Karger AG,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,950,Paediatric Respiratory Reviews,4.0,"儿科-1区
呼吸系统-1区",3区,,,1526-0550,"[""1526-0542"",""1526-0550""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,951,Gut Pathogens,4.0,"胃肠肝病学-1区
微生物学-2区",3区,,1757-4749,1757-4749,"[""1757-4749""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,952,Toxins,4.0,"毒理学-1区
食品科技-2区",3区,,2072-6651,2072-6651,"[""2072-6651""]",MDPI AG,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,953,Journal of Evidence-Based Dental Practice,4.0,牙科与口腔外科-1区,3区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,954,Journal of Infection and Public Health,4.0,"传染病学-1区
公共卫生、环境卫生与职业卫生-1区",3区,,1876-0341,,"[""1876-0341""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,955,AAPS PharmSciTech,4.0,药学-1区,4区,,,1530-9932,"[""1530-9932""]",American Association of Pharmaceutical Scientists,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,956,Revista Espanola de Enfermedades Digestivas,4.0,胃肠肝病学-1区,4区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,957,BMC Nursing,3.9,护理-1区,2区,,1472-6955,1472-6955,"[""1472-6955""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,958,Current Reviews in Musculoskeletal Medicine,3.9,骨科-1区,2区,,1935-973X,1935-9748,"[""1935-973X"",""1935-9748""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,959,Academic Radiology,3.9,核医学-1区,2区,,1076-6332,,"[""1076-6332""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,960,European Journal of Neurology,3.9,"临床神经病学-1区
神经科学-2区",2区,,1351-5101,1468-1331,"[""1351-5101"",""1468-1331""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,961,Journal of the International Society of Sports Nutrition,3.9,"运动科学-1区
营养学-2区",2区,,1550-2783,1550-2783,"[""1550-2783""]",Informa UK (Taylor & Francis),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,962,Liver Transplantation,3.9,"外科-1区
胃肠肝病学-2区
移植-2区",2区,,1527-6465,1527-6473,"[""1527-6465"",""1527-6473""]",Ovid Technologies (Wolters Kluwer) - Lippincott Williams & Wilkins,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,963,Medicine & Science in Sports & Exercise,3.9,运动科学-1区,2区,,0195-9131,1530-0315,"[""0195-9131"",""1530-0315""]",Ovid Technologies (Wolters Kluwer) - American College of Sports Medicine,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,964,Neurosurgery,3.9,"临床神经病学-1区
外科-1区",2区,,0148-396X,1524-4040,"[""0148-396X"",""1524-4040""]",Ovid Technologies (Wolters Kluwer) - Neurosurgery,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,965,Oral Oncology,3.9,"牙科与口腔外科-1区
肿瘤学-2区",2区,,1368-8375,,"[""1368-8375""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,966,Annals of Thoracic Surgery,3.9,"心脏和心血管系统-1区
呼吸系统-1区
外科-1区",2区,,,3064-7517,"[""3064-7517""]",Directive Publications,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,967,Palliative Medicine,3.9,"卫生保健与服务-1区
医学：内科-1区
公共卫生、环境卫生与职业卫生-1区",2区,,,,[],,ambiguous,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,968,Progress in Neuro-Psychopharmacology & Biological Psychiatry,3.9,"临床神经病学-1区
药学-1区
精神病学-1区
神经科学-2区",2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,969,Annals of Laboratory Medicine,3.9,医学实验技术-1区,2区,,2234-3806,2234-3814,"[""2234-3806"",""2234-3814""]",Korean Society for Laboratory Medicine,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,970,Current Rheumatology Reports,3.9,风湿病学-1区,2区,,1523-3774,1534-6307,"[""1523-3774"",""1534-6307""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,971,Annals of Clinical and Translational Neurology,3.9,"临床神经病学-1区
神经科学-2区",2区,,2328-9503,2328-9503,"[""2328-9503""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,972,Biomedicines,3.9,"药学-1区
生化与分子生物学-2区
医学：研究与实验-2区",3区,,,2227-9059,"[""2227-9059""]",MDPI AG,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,973,Systematic Reviews,3.9,医学：内科-1区,3区,,2046-4053,2046-4053,"[""2046-4053""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,974,JMIR Public Health and Surveillance,3.9,公共卫生、环境卫生与职业卫生-1区,3区,,,2369-2960,"[""2369-2960""]",JMIR Publications Inc.,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,975,Current Epidemiology Reports,3.9,公共卫生、环境卫生与职业卫生-1区,3区,,,2196-2995,"[""2196-2995""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,976,Dental and Medical Problems,3.9,"牙科与口腔外科-1区
医学：内科-1区",3区,,1644-387X,2300-9020,"[""1644-387X"",""2300-9020""]",Wroclaw Medical University,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,977,Jor Spine,3.9,骨科-1区,3区,,2572-1143,2572-1143,"[""2572-1143""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,978,European Journal of Cardiovascular Nursing,3.9,"心脏和心血管系统-1区
护理-1区",3区,,1474-5151,1873-1953,"[""1474-5151"",""1873-1953""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,979,Biomimetics,3.9,"工程：综合-1区
材料科学：生物材料-3区",3区,,,2313-7673,"[""2313-7673""]",MDPI AG,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,980,European Journal of Public Health,3.9,公共卫生、环境卫生与职业卫生-1区,3区,,1101-1262,1464-360X,"[""1101-1262"",""1464-360X""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,981,Journal of Sleep Research,3.9,"临床神经病学-1区
神经科学-2区",3区,,0962-1105,1365-2869,"[""0962-1105"",""1365-2869""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,982,Lung,3.9,呼吸系统-1区,3区,,0341-2040,1432-1750,"[""0341-2040"",""1432-1750""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,983,Neuroscientist,3.9,"临床神经病学-1区
神经科学-2区",3区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,984,Neurotoxicology,3.9,"药学-1区
神经科学-2区
毒理学-2区",3区,,0161-813X,,"[""0161-813X""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,985,Psychiatry Research,3.9,精神病学-1区,3区,,0165-1781,,"[""0165-1781""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,986,Aesthetic Surgery Journal,3.9,外科-1区,3区,,1090-820X,1527-330X,"[""1090-820X"",""1527-330X""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,987,Preventing Chronic Disease,3.9,公共卫生、环境卫生与职业卫生-1区,3区,,,1545-1151,"[""1545-1151""]",Centers for Disease Control and Prevention - Preventing Chronic Disease,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,988,Yale Journal of Biology and Medicine,3.9,生物学-1区,4区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,989,Clinical Medicine,3.9,医学：内科-1区,4区,,1470-2118,1473-4893,"[""1470-2118"",""1473-4893""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,990,Hematological Oncology,3.9,"血液学-1区
肿瘤学-2区",4区,,0278-0232,1099-1069,"[""0278-0232"",""1099-1069""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,991,Journal of Cutaneous Medicine and Surgery,3.9,皮肤病学-1区,4区,,1203-4754,1615-7109,"[""1203-4754"",""1615-7109""]",SAGE Publications,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,992,Journal of Dermatological Treatment,3.9,皮肤病学-1区,4区,,0954-6634,1471-1753,"[""0954-6634"",""1471-1753""]",Informa UK (Taylor & Francis),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,993,Journal of Drug Targeting,3.9,药学-1区,4区,,1061-186X,1029-2330,"[""1029-2330"",""1061-186X""]",Informa UK (Taylor & Francis),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,994,International Journal of Mental Health Systems,3.8,精神病学-1区,2区,,1752-4458,1752-4458,"[""1752-4458""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,995,British Journal of Haematology,3.8,血液学-1区,2区,,0007-1048,1365-2141,"[""0007-1048"",""1365-2141""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,996,Journal of Healthcare Leadership,3.8,卫生政策与服务-1区,2区,,,1179-3201,"[""1179-3201""]",Dove Medical Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,997,Drug Safety,3.8,"公共卫生、环境卫生与职业卫生-1区
药学-2区
毒理学-2区",2区,,0114-5916,1179-1942,"[""0114-5916"",""1179-1942""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,998,Epidemiologic Reviews,3.8,公共卫生、环境卫生与职业卫生-1区,2区,,0193-936X,1478-6729,"[""0193-936X"",""1478-6729""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,999,Function,3.8,"生理学-1区
细胞生物学-2区",2区,,,2633-8823,"[""2633-8823""]",American Physiological Society,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1000,AIDS Patient Care and Stds,3.8,"传染病学-1区
公共卫生、环境卫生与职业卫生-1区",2区,,1087-2914,1557-7449,"[""1087-2914"",""1557-7449""]",SAGE Publications,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1001,Journal Der Deutschen Dermatologischen Gesellschaft,3.8,皮肤病学-1区,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1002,Journal of Arthroplasty,3.8,骨科-1区,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1003,American Journal of Geriatric Psychiatry,3.8,"老年医学-1区
精神病学-1区
老年医学-2区",2区,,1064-7481,,"[""1064-7481""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1004,Journal of Neurotrauma,3.8,"临床神经病学-1区
危重病医学-1区
神经科学-2区",2区,,0897-7151,1557-9042,"[""0897-7151"",""1557-9042""]",SAGE Publications,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1005,Journal of Periodontology,3.8,牙科与口腔外科-1区,2区,,0022-3492,1943-3670,"[""0022-3492"",""1943-3670""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1006,Anesthesia and Analgesia,3.8,麻醉学-1区,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1007,Journals of Gerontology Series A-Biological Sciences and Medical Sciences,3.8,"老年医学-1区
老年医学-2区",2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1008,Appetite,3.8,"行为科学-1区
营养学-2区",2区,,0195-6663,1095-8304,"[""0195-6663"",""1095-8304""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1009,Scandinavian Journal of Medicine & Science in Sports,3.8,运动科学-1区,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1010,Surgery for Obesity and Related Diseases,3.8,外科-1区,2区,,1550-7289,,"[""1550-7289""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1011,Worldviews on Evidence-Based Nursing,3.8,护理-1区,2区,,1545-102X,1741-6787,"[""1545-102X"",""1741-6787""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1012,BMC Geriatrics,3.8,"老年医学-1区
老年医学-2区",2区,,1471-2318,1471-2318,"[""1471-2318""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1013,ACS Infectious Diseases,3.8,"传染病学-1区
药物化学-2区",2区,,2373-8227,2373-8227,"[""2373-8227""]",American Chemical Society,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1014,Geohealth,3.8,"公共卫生、环境卫生与职业卫生-1区
环境科学-2区",3区,,2471-1403,2471-1403,"[""2471-1403""]",American Geophysical Union,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1015,Kidney Research and Clinical Practice,3.8,泌尿学与肾脏学-1区,3区,,,,[],,ambiguous,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1016,Footwear Science,3.8,人体工程学-1区,3区,,1942-4280,1942-4299,"[""1942-4280"",""1942-4299""]",Informa UK (Taylor & Francis),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1017,Canadian Journal of Psychiatry-Revue Canadienne de Psychiatrie,3.8,精神病学-1区,3区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1018,Expert Review of Anti-Infective Therapy,3.8,"传染病学-1区
微生物学-2区
药学-2区",3区,,1478-7210,1744-8336,"[""1478-7210"",""1744-8336""]","Informa Healthcare (Expert Reviews, LTD)",resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1019,Frontiers in Digital Health,3.8,"卫生保健与服务-1区
医学：信息-2区",3区,,,2673-253X,"[""2673-253X""]",Frontiers Media SA,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1020,Internal and Emergency Medicine,3.8,医学：内科-1区,3区,,1828-0447,1970-9366,"[""1828-0447"",""1970-9366""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1021,Respiration,3.8,呼吸系统-1区,3区,,0025-7931,1423-0356,"[""0025-7931"",""1423-0356""]",S. Karger AG,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1022,World Journal of Biological Psychiatry,3.8,精神病学-1区,3区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1023,Asian Journal of Surgery,3.8,外科-1区,3区,,1015-9584,,"[""1015-9584""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1024,Open Forum Infectious Diseases,3.8,"传染病学-1区
免疫学-2区
微生物学-2区",4区,,,2328-8957,"[""2328-8957""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1025,JBJS Open Access,3.8,"骨科-1区
外科-1区",4区,,2472-7245,2472-7245,"[""2472-7245""]",Journal of Bone and Joint Surgery,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1026,Exercise Immunology Review,3.8,"运动科学-1区
免疫学-2区",4区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1027,Genetic Epidemiology,3.8,"数学与计算生物学-1区
遗传学-2区",4区,,0741-0395,1098-2272,"[""0741-0395"",""1098-2272""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1028,Environmental Epidemiology,3.8,"公共卫生、环境卫生与职业卫生-1区
环境科学-2区",4区,,2474-7882,2474-7882,"[""2474-7882""]",Ovid Technologies (Wolters Kluwer) - Lippincott Williams & Wilkins,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1029,Current Treatment Options in Infectious Diseases,3.8,传染病学-1区,4区,,,1534-6250,"[""1534-6250""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1030,Balkan Medical Journal,3.8,医学：内科-1区,4区,,2146-3123,2146-3131,"[""2146-3123"",""2146-3131""]",Galenos Yayinevi,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1031,Journal of Pathology Clinical Research,3.7,病理学-1区,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1032,Journal of Orthopaedics and Traumatology,3.7,骨科-1区,2区,,1590-9921,1590-9999,"[""1590-9921"",""1590-9999""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1033,Clinical Chemistry and Laboratory Medicine,3.7,医学实验技术-1区,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1034,Clinical Research in Cardiology,3.7,心脏和心血管系统-1区,2区,,1861-0684,1861-0692,"[""1861-0684"",""1861-0692""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1035,Diseases of the Colon & Rectum,3.7,"外科-1区
胃肠肝病学-2区",2区,,0012-3706,1530-0358,"[""0012-3706"",""1530-0358""]",Ovid Technologies (Wolters Kluwer) - Lippincott Williams & Wilkins,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1036,European Archives of Psychiatry and Clinical Neuroscience,3.7,"临床神经病学-1区
精神病学-1区",2区,,0940-1334,1433-8491,"[""0940-1334"",""1433-8491""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1037,General Hospital Psychiatry,3.7,精神病学-1区,2区,,0163-8343,,"[""0163-8343""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1038,International Dental Journal,3.7,牙科与口腔外科-1区,2区,,0020-6539,1875-595X,"[""0020-6539"",""1875-595X""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1039,International Journal of Neuropsychopharmacology,3.7,"临床神经病学-1区
精神病学-1区
神经科学-2区
药学-2区",2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1040,International Nursing Review,3.7,护理-1区,2区,,0020-8132,1466-7657,"[""0020-8132"",""1466-7657""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1041,Biological Psychiatry: Global Open Science,3.7,"精神病学-1区
神经科学-2区",2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1042,Performance Enhancement & Health,3.7,"酒店、休闲、体育与旅游-1区
心理学：应用-1区
运动科学-1区
药物滥用-1区",2区,,2211-2669,,"[""2211-2669""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1043,American Journal of Neuroradiology,3.7,"临床神经病学-1区
神经成像-1区
核医学-1区",2区,,0195-6108,1936-959X,"[""0195-6108"",""1936-959X""]",American Society of Neuroradiology,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,1044,Journal of Epidemiology and Community Health,3.7,公共卫生、环境卫生与职业卫生-1区,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
